Frame,Time (Seconds),X,Y,Z,X,Y,Z,W
16153,161.53,-0.470386,0.986301,2.165091,-0.172722,0.349353,0.919594,-0.049661
16154,161.54,-0.471431,0.98719,2.170731,-0.172717,0.350574,0.919083,-0.050536
16155,161.55,-0.472484,0.988021,2.17633,-0.172847,0.351511,0.918656,-0.051339
16156,161.56,-0.473559,0.988809,2.18186,-0.172394,0.352174,0.918437,-0.052215
16157,161.57,-0.474604,0.989504,2.18739,-0.172085,0.353099,0.918097,-0.05297
16158,161.58,-0.47559,0.990105,2.192903,-0.172012,0.353727,0.917831,-0.053618
16159,161.59,-0.476542,0.9906,2.198363,-0.171689,0.353695,0.917862,-0.054332
16160,161.6,-0.477478,0.990813,2.203698,-0.173388,0.354621,0.917104,-0.055679
16161,161.61,-0.478388,0.990921,2.209002,-0.175046,0.355764,0.91627,-0.056929
16162,161.62,-0.479196,0.991223,2.214512,-0.174098,0.355551,0.916552,-0.056613
16163,161.63,-0.480011,0.991433,2.219963,-0.173559,0.354896,0.91695,-0.055943
16164,161.64,-0.480921,0.991412,2.225226,-0.174571,0.354928,0.916748,-0.055892
16165,161.65,-0.481867,0.991311,2.230394,-0.175663,0.355032,0.916502,-0.055844
16166,161.66,-0.48286,0.991166,2.23555,-0.177319,0.355547,0.915999,-0.05558
16167,161.67,-0.483915,0.990994,2.240644,-0.179257,0.35629,0.915359,-0.055163
16168,161.68,-0.485028,0.990782,2.245628,-0.180984,0.356478,0.914971,-0.054736
16169,161.69,-0.486184,0.990582,2.250608,-0.182893,0.356503,0.914609,-0.054271
16170,161.7,-0.487367,0.990376,2.255548,-0.184991,0.356661,0.914153,-0.053815
16171,161.71,-0.488576,0.99015,2.260452,-0.187147,0.357084,0.913574,-0.053385
16172,161.72,-0.489795,0.989922,2.265355,-0.189224,0.357622,0.912958,-0.052994
16173,161.73,-0.491005,0.989688,2.270241,-0.19159,0.35793,0.912368,-0.05258
16174,161.74,-0.492228,0.989475,2.275155,-0.194025,0.358152,0.911797,-0.052025
16175,161.75,-0.493467,0.989242,2.280107,-0.196522,0.358537,0.911138,-0.051558
16176,161.76,-0.494693,0.989002,2.285095,-0.19918,0.358881,0.910453,-0.051069
16177,161.77,-0.495916,0.988761,2.290092,-0.201674,0.359147,0.909836,-0.050393
16178,161.78,-0.497162,0.988486,2.295116,-0.20423,0.359227,0.909271,-0.049724
16179,161.79,-0.498375,0.988188,2.300355,-0.205705,0.358152,0.909387,-0.049272
16180,161.8,-0.499579,0.987847,2.305593,-0.207087,0.35724,0.909463,-0.048689
16181,161.81,-0.500805,0.987485,2.310668,-0.209859,0.357383,0.908833,-0.047529
16182,161.82,-0.502012,0.987109,2.31579,-0.213084,0.357319,0.908175,-0.046219
16183,161.83,-0.503187,0.986708,2.320955,-0.216288,0.35737,0.907456,-0.04505
16184,161.84,-0.504367,0.986303,2.326124,-0.21933,0.357695,0.90666,-0.043787
16185,161.85,-0.505517,0.985857,2.331335,-0.222305,0.358126,0.90582,-0.042614
16186,161.86,-0.506535,0.98533,2.336699,-0.224697,0.358122,0.905276,-0.041646
16187,161.87,-0.507535,0.984808,2.342087,-0.227252,0.358186,0.904667,-0.040468
16188,161.88,-0.50853,0.984277,2.34747,-0.229751,0.358502,0.903963,-0.039268
16189,161.89,-0.509428,0.983697,2.352976,-0.231877,0.358626,0.903416,-0.0382
16190,161.9,-0.510277,0.983112,2.358542,-0.234075,0.358783,0.902835,-0.037052
16191,161.91,-0.511099,0.982522,2.364147,-0.236347,0.358819,0.902274,-0.035918
16192,161.92,-0.511885,0.981944,2.369827,-0.238518,0.358985,0.901675,-0.034941
16193,161.93,-0.512619,0.981377,2.375565,-0.240444,0.35923,0.901099,-0.034075
16194,161.94,-0.513308,0.98081,2.38133,-0.242402,0.359403,0.900537,-0.033239
16195,161.95,-0.513998,0.980248,2.387212,-0.243224,0.360964,0.899704,-0.032854
16196,161.96,-0.514654,0.979692,2.393124,-0.244952,0.361898,0.898895,-0.031875
16197,161.97,-0.515284,0.979149,2.399056,-0.248282,0.361595,0.898162,-0.030176
16198,161.98,-0.515943,0.978609,2.405129,-0.25076,0.362345,0.897216,-0.028787
16199,161.99,-0.516617,0.97807,2.41129,-0.252955,0.363321,0.89625,-0.027364
16200,162,-0.517329,0.977517,2.417617,-0.25499,0.364471,0.895242,-0.026124
16201,162.01,-0.518076,0.976975,2.424059,-0.257323,0.365253,0.894302,-0.024485
16202,162.02,-0.518849,0.976481,2.430597,-0.25993,0.365953,0.893316,-0.02239
16203,162.03,-0.519599,0.9759,2.437321,-0.262508,0.366781,0.892264,-0.020666
16204,162.04,-0.520361,0.97527,2.444191,-0.265176,0.367297,0.8913,-0.018955
16205,162.05,-0.521212,0.974722,2.451186,-0.267936,0.368052,0.890203,-0.016923
16206,162.06,-0.522145,0.974313,2.458286,-0.271368,0.368393,0.889063,-0.014586
16207,162.07,-0.523095,0.974018,2.465414,-0.275291,0.368341,0.88791,-0.012506
16208,162.08,-0.524011,0.973818,2.47256,-0.27893,0.368283,0.886816,-0.011073
16209,162.09,-0.524917,0.97389,2.47963,-0.281699,0.368423,0.885897,-0.009838
16210,162.1,-0.525804,0.974366,2.486526,-0.284336,0.368945,0.884852,-0.008366
16211,162.11,-0.526628,0.975121,2.493305,-0.287453,0.369132,0.883778,-0.006959
16212,162.12,-0.527351,0.976001,2.499964,-0.289945,0.369352,0.882873,-0.006832
16213,162.13,-0.528014,0.977136,2.506458,-0.291821,0.370138,0.881924,-0.006964
16214,162.14,-0.528668,0.978488,2.512874,-0.293807,0.370894,0.880949,-0.006675
16215,162.15,-0.529339,0.979859,2.519295,-0.296198,0.371648,0.87983,-0.006585
16216,162.16,-0.530112,0.981243,2.525762,-0.299778,0.37243,0.878289,-0.006171
16217,162.17,-0.531034,0.982619,2.532241,-0.303874,0.37336,0.876491,-0.005227
16218,162.18,-0.532099,0.983846,2.538546,-0.307235,0.375414,0.874445,-0.004182
16219,162.19,-0.533272,0.985033,2.544965,-0.311771,0.376664,0.872306,-0.002321
16220,162.2,-0.534642,0.986147,2.551482,-0.317685,0.376214,0.870367,0.000384
16221,162.21,-0.536241,0.987011,2.557712,-0.324115,0.376117,0.868029,0.003332
16222,162.22,-0.538239,0.987801,2.563762,-0.331541,0.374025,0.866112,0.006052
16223,162.23,-0.540101,0.988331,2.569561,-0.33967,0.3737,0.863069,0.009174
16224,162.24,-0.541719,0.9887,2.575169,-0.347637,0.375519,0.859048,0.013033
16225,162.25,-0.543628,0.989256,2.580771,-0.354991,0.374079,0.856607,0.016482
16226,162.26,-0.545563,0.989718,2.586062,-0.361727,0.373523,0.853962,0.019575
16227,162.27,-0.547446,0.990152,2.591207,-0.367734,0.372294,0.851857,0.022546
16228,162.28,-0.549267,0.990629,2.596256,-0.373136,0.370287,0.850306,0.025245
16229,162.29,-0.551141,0.991038,2.600904,-0.378563,0.370946,0.847566,0.026843
16230,162.3,-0.553089,0.991374,2.605158,-0.383018,0.369946,0.845917,0.029353
16231,162.31,-0.55503,0.991622,2.609134,-0.387086,0.367842,0.844854,0.032841
16232,162.32,-0.556934,0.99188,2.613081,-0.392428,0.367033,0.842622,0.035701
16233,162.33,-0.558934,0.992141,2.616875,-0.397988,0.365454,0.840556,0.038914
16234,162.34,-0.560992,0.992385,2.620457,-0.403558,0.363709,0.838486,0.042402
16235,162.35,-0.56309,0.992594,2.623835,-0.40928,0.362201,0.836175,0.045949
16236,162.36,-0.565247,0.992848,2.627089,-0.41502,0.360454,0.833899,0.04944
16237,162.37,-0.567447,0.993142,2.630174,-0.420748,0.358759,0.831552,0.052766
16238,162.38,-0.569652,0.993477,2.633173,-0.42642,0.356797,0.829298,0.055918
16239,162.39,-0.571803,0.993845,2.636158,-0.431845,0.354364,0.827315,0.059049
16240,162.4,-0.573984,0.994239,2.639116,-0.436722,0.351257,0.825884,0.06171
16241,162.41,-0.576176,0.994685,2.641977,-0.441701,0.348224,0.824321,0.064309
16242,162.42,-0.578317,0.995135,2.644782,-0.447706,0.345519,0.82196,0.067514
16243,162.43,-0.580468,0.995516,2.647519,-0.453321,0.342943,0.819687,0.070735
16244,162.44,-0.582581,0.995847,2.650014,-0.458556,0.341954,0.816873,0.074247
16245,162.45,-0.584774,0.996182,2.652445,-0.464881,0.340391,0.813575,0.078205
16246,162.46,-0.587105,0.996485,2.654829,-0.471546,0.338573,0.810108,0.082085
16247,162.47,-0.589563,0.996707,2.65714,-0.477963,0.337049,0.806601,0.085699
16248,162.48,-0.592129,0.996858,2.659399,-0.48439,0.335525,0.80302,0.089153
16249,162.49,-0.594742,0.996953,2.661602,-0.49063,0.333954,0.799499,0.092507
16250,162.5,-0.597447,0.997049,2.663805,-0.496333,0.332191,0.796313,0.095858
16251,162.51,-0.600231,0.997147,2.666039,-0.502174,0.33005,0.79316,0.098921
16252,162.52,-0.603008,0.997132,2.668254,-0.508111,0.327003,0.790323,0.1014
16253,162.53,-0.605755,0.997093,2.670499,-0.513695,0.324034,0.787615,0.103837
16254,162.54,-0.608432,0.996995,2.672726,-0.51966,0.321363,0.784455,0.10635
16255,162.55,-0.611109,0.996845,2.674938,-0.525416,0.31877,0.781368,0.10857
16256,162.56,-0.613817,0.996698,2.677193,-0.530507,0.315971,0.778765,0.110681
16257,162.57,-0.616388,0.996489,2.679336,-0.535632,0.314212,0.775565,0.113436
16258,162.58,-0.619031,0.996256,2.681509,-0.540803,0.311804,0.772595,0.115796
16259,162.59,-0.621779,0.995948,2.683638,-0.545142,0.309302,0.770306,0.117391
16260,162.6,-0.624502,0.995627,2.685683,-0.549517,0.307238,0.767737,0.119227
16261,162.61,-0.627294,0.99521,2.687665,-0.553842,0.305931,0.764781,0.121555
16262,162.62,-0.630126,0.994814,2.689693,-0.5579,0.304276,0.76214,0.123721
16263,162.63,-0.632905,0.994521,2.691749,-0.561931,0.3023,0.759653,0.125603
16264,162.64,-0.635786,0.994156,2.693769,-0.565293,0.300521,0.757655,0.12685
16265,162.65,-0.638759,0.993755,2.695811,-0.568593,0.298212,0.755987,0.127492
16266,162.66,-0.641606,0.993377,2.697855,-0.572409,0.29715,0.753215,0.129294
16267,162.67,-0.64446,0.993008,2.699942,-0.575967,0.296591,0.750336,0.131502
16268,162.68,-0.64748,0.992618,2.702037,-0.57903,0.295603,0.748113,0.132933
16269,162.69,-0.650608,0.992177,2.704132,-0.582065,0.294702,0.745921,0.133987
16270,162.7,-0.653775,0.991731,2.706269,-0.585171,0.294046,0.743442,0.13567
16271,162.71,-0.657108,0.991168,2.708395,-0.58794,0.293108,0.741484,0.136439
16272,162.72,-0.660572,0.990546,2.710486,-0.590571,0.292096,0.739691,0.136977
16273,162.73,-0.664106,0.98992,2.712587,-0.593415,0.291473,0.737441,0.138142
16274,162.74,-0.667756,0.989241,2.714699,-0.596232,0.291133,0.735077,0.13932
16275,162.75,-0.671533,0.988522,2.716823,-0.598972,0.290806,0.732777,0.140365
16276,162.76,-0.675429,0.987725,2.718966,-0.601667,0.290521,0.730581,0.140877
16277,162.77,-0.679402,0.986972,2.721128,-0.604284,0.290197,0.728383,0.141723
16278,162.78,-0.683512,0.986172,2.723335,-0.606819,0.289909,0.726318,0.142075
16279,162.79,-0.687756,0.985326,2.725595,-0.60912,0.290004,0.724326,0.142203
16280,162.8,-0.692071,0.984482,2.727878,-0.611198,0.290353,0.722365,0.142554
16281,162.81,-0.696586,0.983598,2.730278,-0.613363,0.289364,0.720975,0.142299
16282,162.82,-0.701169,0.982756,2.732676,-0.61542,0.289356,0.719219,0.142319
16283,162.83,-0.70573,0.981924,2.734996,-0.617198,0.291001,0.716947,0.142729
16284,162.84,-0.710446,0.981028,2.737422,-0.61903,0.291322,0.715275,0.142529
16285,162.85,-0.715275,0.980125,2.739915,-0.620527,0.291591,0.713936,0.142185
16286,162.86,-0.720203,0.97921,2.742451,-0.621763,0.292239,0.712617,0.14207
16287,162.87,-0.725273,0.978216,2.745075,-0.623114,0.292329,0.711496,0.141588
16288,162.88,-0.730374,0.977277,2.747753,-0.624255,0.292898,0.710351,0.141134
16289,162.89,-0.735509,0.976421,2.750467,-0.625128,0.294392,0.708985,0.141029
16290,162.9,-0.740854,0.975427,2.753323,-0.626051,0.294652,0.708234,0.140162
16291,162.91,-0.746267,0.974537,2.756224,-0.626955,0.29537,0.707208,0.139786
16292,162.92,-0.751803,0.973796,2.759146,-0.62773,0.296754,0.705933,0.139825
16293,162.93,-0.757548,0.973018,2.762098,-0.628377,0.297784,0.705001,0.139429
16294,162.94,-0.763501,0.972305,2.765094,-0.628774,0.29887,0.704254,0.139091
16295,162.95,-0.769692,0.971639,2.768095,-0.628865,0.300289,0.703624,0.13881
16296,162.96,-0.776145,0.971056,2.771094,-0.629019,0.30115,0.703199,0.138399
16297,162.97,-0.782793,0.970636,2.77407,-0.629106,0.301764,0.702904,0.138169
16298,162.98,-0.789592,0.970438,2.77697,-0.629117,0.302683,0.70248,0.138267
16299,162.99,-0.796629,0.970506,2.77979,-0.629261,0.302581,0.702399,0.138245
16300,163,-0.803779,0.970829,2.782428,-0.62967,0.302116,0.702231,0.138248
16301,163.01,-0.811002,0.971427,2.784864,-0.630518,0.30165,0.701599,0.138615
16302,163.02,-0.818255,0.97233,2.787058,-0.632054,0.300883,0.700365,0.139521
16303,163.03,-0.825478,0.973514,2.788941,-0.634133,0.300257,0.698486,0.140845
16304,163.04,-0.832678,0.974921,2.790527,-0.636347,0.300149,0.696181,0.142499
16305,163.05,-0.839854,0.976497,2.791931,-0.638578,0.300224,0.693781,0.144052
16306,163.06,-0.846971,0.978182,2.793235,-0.640413,0.300998,0.691393,0.145763
16307,163.07,-0.854092,0.97987,2.794514,-0.641487,0.302896,0.689225,0.147366
16308,163.08,-0.861183,0.981534,2.795848,-0.642542,0.304304,0.687332,0.148703
16309,163.09,-0.868247,0.983039,2.797279,-0.643304,0.305712,0.685855,0.149343
16310,163.1,-0.875297,0.984336,2.798788,-0.64368,0.30691,0.685014,0.149126
16311,163.11,-0.882241,0.985498,2.800346,-0.644065,0.307276,0.684571,0.148744
16312,163.12,-0.889112,0.986443,2.801949,-0.643626,0.307961,0.68476,0.148353
16313,163.13,-0.895885,0.987108,2.803537,-0.64281,0.308352,0.685491,0.147706
16314,163.14,-0.902557,0.987536,2.805053,-0.641348,0.309034,0.68675,0.146786
16315,163.15,-0.909036,0.987841,2.806476,-0.639876,0.309717,0.687932,0.146232
16316,163.16,-0.91526,0.98797,2.807804,-0.639142,0.309974,0.688685,0.145353
16317,163.17,-0.921227,0.988033,2.809062,-0.63857,0.310158,0.689217,0.14495
16318,163.18,-0.926966,0.98804,2.810265,-0.638161,0.3106,0.689382,0.145019
16319,163.19,-0.932472,0.987994,2.811458,-0.638879,0.31036,0.688792,0.145172
16320,163.2,-0.937825,0.988009,2.812606,-0.639488,0.310573,0.687922,0.146158
16321,163.21,-0.943103,0.988019,2.813719,-0.63972,0.311625,0.687052,0.147
16322,163.22,-0.948263,0.98811,2.814844,-0.641008,0.311943,0.685547,0.147738
16323,163.23,-0.95339,0.988308,2.815929,-0.642417,0.312158,0.683984,0.148405
16324,163.24,-0.958565,0.988642,2.816998,-0.643749,0.311597,0.682979,0.148441
16325,163.25,-0.963727,0.989112,2.818026,-0.644984,0.310499,0.682407,0.148012
16326,163.26,-0.968805,0.989695,2.81893,-0.646013,0.310201,0.681645,0.147658
16327,163.27,-0.973829,0.990414,2.819677,-0.646943,0.310274,0.680781,0.147416
16328,163.28,-0.978759,0.99117,2.820229,-0.647946,0.311874,0.679111,0.147341
16329,163.29,-0.983758,0.991873,2.820791,-0.649069,0.312656,0.677803,0.146759
16330,163.3,-0.988737,0.992587,2.821341,-0.650196,0.313359,0.676457,0.146483
16331,163.31,-0.993827,0.993321,2.821846,-0.651749,0.313378,0.675003,0.146249
16332,163.32,-0.99882,0.993947,2.822304,-0.65302,0.314478,0.673259,0.146255
16333,163.33,-1.003635,0.994593,2.822741,-0.654431,0.316977,0.670385,0.147747
16334,163.34,-1.008688,0.995175,2.823269,-0.656439,0.31671,0.668448,0.148189
16335,163.35,-1.013969,0.995599,2.823751,-0.65828,0.314773,0.667839,0.146891
16336,163.36,-1.019317,0.995944,2.824259,-0.660574,0.311677,0.667329,0.145502
16337,163.37,-1.024082,0.996275,2.82461,-0.662194,0.314156,0.664201,0.147114
16338,163.38,-1.028771,0.996502,2.82493,-0.66358,0.316262,0.661415,0.148897
16339,163.39,-1.03373,0.996641,2.825257,-0.665644,0.315125,0.659802,0.149251
16340,163.4,-1.038743,0.996676,2.82561,-0.668115,0.315677,0.656828,0.150157
16341,163.41,-1.043768,0.996616,2.826,-0.670728,0.316211,0.653677,0.151133
16342,163.42,-1.048764,0.99651,2.826351,-0.673265,0.315831,0.651046,0.152003
16343,163.43,-1.053712,0.996334,2.826712,-0.675783,0.315244,0.648554,0.152696
16344,163.44,-1.05863,0.996122,2.827078,-0.678095,0.314499,0.646382,0.153192
16345,163.45,-1.063499,0.995841,2.827414,-0.679969,0.313355,0.644907,0.153446
16346,163.46,-1.068327,0.995544,2.827807,-0.682118,0.311911,0.6433,0.153594
16347,163.47,-1.073177,0.995274,2.828287,-0.684453,0.311505,0.640826,0.154376
16348,163.48,-1.078074,0.994942,2.828816,-0.686429,0.311329,0.638596,0.155191
16349,163.49,-1.082966,0.994612,2.829396,-0.688411,0.310998,0.63647,0.155807
16350,163.5,-1.087863,0.994299,2.830042,-0.690546,0.310578,0.634237,0.156305
16351,163.51,-1.092823,0.993946,2.830739,-0.692584,0.310387,0.632007,0.1567
16352,163.52,-1.097825,0.993576,2.831491,-0.694695,0.309883,0.629817,0.157165
16353,163.53,-1.10285,0.993201,2.832263,-0.696865,0.309443,0.627512,0.157648
16354,163.54,-1.107879,0.992892,2.833005,-0.698943,0.309041,0.625269,0.158149
16355,163.55,-1.112849,0.992661,2.833644,-0.700859,0.309102,0.622813,0.15924
16356,163.56,-1.117931,0.992267,2.834331,-0.70235,0.309375,0.620847,0.159813
16357,163.57,-1.123087,0.991792,2.835115,-0.70397,0.308709,0.619327,0.159874
16358,163.58,-1.128164,0.991403,2.835804,-0.705564,0.309179,0.617041,0.160776
16359,163.59,-1.133393,0.990895,2.836575,-0.706885,0.30946,0.615197,0.161495
16360,163.6,-1.138731,0.990354,2.837453,-0.708297,0.309096,0.6136,0.162081
16361,163.61,-1.143968,0.99,2.838327,-0.710897,0.307759,0.611056,0.162853
16362,163.62,-1.149281,0.989589,2.839242,-0.71362,0.306242,0.608477,0.163457
16363,163.63,-1.154923,0.988975,2.840203,-0.713894,0.30765,0.607235,0.16423
16364,163.64,-1.160633,0.988416,2.841141,-0.71411,0.309608,0.605685,0.165334
16365,163.65,-1.166299,0.987872,2.842155,-0.715702,0.309673,0.603417,0.166619
16366,163.66,-1.172039,0.987271,2.843271,-0.717312,0.309416,0.601154,0.168344
16367,163.67,-1.177835,0.986692,2.844424,-0.719981,0.307531,0.598569,0.16961
16368,163.68,-1.18385,0.985923,2.84557,-0.72147,0.30745,0.596555,0.170522
16369,163.69,-1.189856,0.985197,2.846733,-0.723009,0.307461,0.594306,0.171834
16370,163.7,-1.195901,0.984521,2.847937,-0.724734,0.307013,0.591967,0.173435
16371,163.71,-1.202171,0.983713,2.849192,-0.724859,0.308304,0.590643,0.175126
16372,163.72,-1.208296,0.983015,2.850565,-0.727524,0.305583,0.588434,0.17628
16373,163.73,-1.214489,0.982347,2.851967,-0.730389,0.302622,0.586029,0.177544
16374,163.74,-1.220833,0.981653,2.85334,-0.731744,0.30186,0.584241,0.179148
16375,163.75,-1.227229,0.980966,2.854732,-0.732994,0.301409,0.582323,0.181034
16376,163.76,-1.233809,0.980183,2.856106,-0.732806,0.303005,0.580896,0.183693
16377,163.77,-1.240562,0.979401,2.857523,-0.732521,0.304389,0.579687,0.18634
16378,163.78,-1.247262,0.978827,2.859045,-0.735046,0.302015,0.577168,0.188072
16379,163.79,-1.254162,0.978159,2.86054,-0.736174,0.302285,0.574895,0.190179
16380,163.8,-1.26133,0.977383,2.862064,-0.735686,0.304995,0.573201,0.192834
16381,163.81,-1.268527,0.976661,2.863698,-0.736615,0.305162,0.571095,0.195257
16382,163.82,-1.275812,0.976031,2.865472,-0.739102,0.30312,0.568187,0.197508
16383,163.83,-1.283237,0.975425,2.867316,-0.741744,0.301088,0.565052,0.199697
16384,163.84,-1.290931,0.974683,2.869145,-0.742876,0.300968,0.562857,0.201855
16385,163.85,-1.298953,0.973859,2.870959,-0.742778,0.302926,0.561052,0.204297
16386,163.86,-1.307104,0.973049,2.872763,-0.74271,0.305235,0.558972,0.206792
16387,163.87,-1.315234,0.972516,2.874655,-0.744815,0.304756,0.555639,0.208902
16388,163.88,-1.323402,0.972219,2.876593,-0.747106,0.304029,0.552321,0.210572
16389,163.89,-1.331492,0.972136,2.878584,-0.749347,0.303142,0.549298,0.211791
16390,163.9,-1.339433,0.972344,2.880675,-0.751411,0.302516,0.546422,0.212814
16391,163.91,-1.347067,0.972883,2.882924,-0.754417,0.30018,0.543345,0.213363
16392,163.92,-1.354483,0.973649,2.885211,-0.757156,0.298314,0.540363,0.21385
16393,163.93,-1.361786,0.974533,2.887408,-0.757734,0.299477,0.538582,0.214665
16394,163.94,-1.368972,0.975561,2.889622,-0.75836,0.300365,0.537125,0.214866
16395,163.95,-1.376116,0.976755,2.891822,-0.759365,0.300715,0.535678,0.21444
16396,163.96,-1.383078,0.978114,2.893873,-0.7607,0.300987,0.53355,0.214631
16397,163.97,-1.389969,0.979562,2.895765,-0.762504,0.301305,0.530796,0.214611
16398,163.98,-1.39681,0.980985,2.897442,-0.764135,0.301784,0.527932,0.215204
16399,163.99,-1.403711,0.982347,2.89893,-0.763258,0.30522,0.526235,0.217612
16400,164,-1.410335,0.983639,2.900192,-0.765173,0.30483,0.52296,0.219323
16401,164.01,-1.416768,0.984744,2.901263,-0.768177,0.303135,0.518864,0.220893
16402,164.02,-1.423306,0.985702,2.9023,-0.768858,0.304477,0.516201,0.222909
16403,164.03,-1.429397,0.986548,2.903224,-0.771416,0.302815,0.512357,0.225191
16404,164.04,-1.435296,0.987212,2.904108,-0.773836,0.301142,0.508711,0.227386
16405,164.05,-1.440909,0.987642,2.905015,-0.776861,0.300215,0.503881,0.229047
16406,164.06,-1.446288,0.98799,2.90596,-0.779303,0.300341,0.499179,0.230873
16407,164.07,-1.45176,0.988446,2.906871,-0.781017,0.298888,0.496968,0.231734
16408,164.08,-1.457039,0.988851,2.907733,-0.782711,0.298021,0.494574,0.232258
16409,164.09,-1.462119,0.989279,2.908507,-0.784462,0.296977,0.492256,0.232614
16410,164.1,-1.46709,0.989713,2.909167,-0.785702,0.295906,0.490779,0.232913
16411,164.11,-1.471856,0.990071,2.909713,-0.786987,0.295424,0.488846,0.23325
16412,164.12,-1.476547,0.990555,2.910118,-0.788078,0.294186,0.487569,0.233806
16413,164.13,-1.481126,0.99106,2.910437,-0.789128,0.293056,0.486158,0.234617
16414,164.14,-1.485618,0.99165,2.910715,-0.789887,0.291599,0.48532,0.235612
16415,164.15,-1.489994,0.992195,2.910991,-0.791176,0.290235,0.483501,0.236709
16416,164.16,-1.494257,0.992662,2.911267,-0.792925,0.289425,0.480485,0.237986
16417,164.17,-1.498507,0.993232,2.911551,-0.794205,0.288417,0.47844,0.239059
16418,164.18,-1.502713,0.993788,2.911756,-0.795976,0.286189,0.476365,0.239989
16419,164.19,-1.506903,0.994326,2.911865,-0.797805,0.283699,0.474212,0.241132
16420,164.2,-1.51092,0.994836,2.911967,-0.800921,0.279942,0.47088,0.241723
16421,164.21,-1.51484,0.995328,2.912051,-0.804407,0.27583,0.467219,0.241976
16422,164.22,-1.518909,0.995806,2.912022,-0.806021,0.274263,0.464654,0.243326
16423,164.23,-1.522947,0.99625,2.911852,-0.807522,0.272735,0.462156,0.244818
16424,164.24,-1.526935,0.996649,2.911587,-0.809106,0.271229,0.459511,0.246237
16425,164.25,-1.53089,0.996924,2.911175,-0.810979,0.269498,0.45628,0.247976
16426,164.26,-1.53481,0.997164,2.910687,-0.812639,0.268098,0.45332,0.249485
16427,164.27,-1.538747,0.997318,2.910113,-0.814415,0.26667,0.450197,0.250873
16428,164.28,-1.542642,0.997427,2.90945,-0.816305,0.265456,0.446465,0.252683
16429,164.29,-1.546561,0.997496,2.908744,-0.818135,0.264422,0.443056,0.253847
16430,164.3,-1.55052,0.997486,2.907947,-0.819941,0.263273,0.440117,0.254324
16431,164.31,-1.554451,0.997481,2.907082,-0.82208,0.26194,0.436382,0.255231
16432,164.32,-1.558368,0.997392,2.906097,-0.824112,0.26039,0.432826,0.256318
16433,164.33,-1.56224,0.997204,2.904967,-0.825968,0.258626,0.429568,0.257607
16434,164.34,-1.566035,0.997084,2.903821,-0.828046,0.257022,0.42577,0.258842
16435,164.35,-1.569808,0.996978,2.902604,-0.830063,0.255534,0.421887,0.260211
16436,164.36,-1.573633,0.996889,2.901341,-0.832028,0.25434,0.4185,0.260571
16437,164.37,-1.577421,0.996687,2.899949,-0.833954,0.252663,0.415135,0.261428
16438,164.38,-1.581138,0.996395,2.898512,-0.835666,0.251108,0.411784,0.262758
16439,164.39,-1.584851,0.996238,2.897102,-0.837452,0.249644,0.408725,0.263241
16440,164.4,-1.588555,0.996043,2.895619,-0.839397,0.247989,0.405141,0.264148
16441,164.41,-1.592263,0.995862,2.894155,-0.841336,0.246723,0.401239,0.265121
16442,164.42,-1.596026,0.995663,2.892671,-0.84337,0.245303,0.397363,0.265812
16443,164.43,-1.599787,0.995271,2.89106,-0.845493,0.242981,0.393474,0.266982
16444,164.44,-1.603532,0.994866,2.88938,-0.847526,0.240274,0.389936,0.268174
16445,164.45,-1.607361,0.99446,2.887732,-0.849327,0.238527,0.386765,0.268629
16446,164.46,-1.611308,0.993992,2.88604,-0.850659,0.238061,0.383763,0.269133
16447,164.47,-1.61528,0.993596,2.884307,-0.852527,0.23647,0.380551,0.269184
16448,164.48,-1.619231,0.993209,2.882489,-0.855138,0.232754,0.377055,0.269062
16449,164.49,-1.623198,0.9927,2.880603,-0.856775,0.231102,0.373785,0.26984
16450,164.5,-1.627184,0.992193,2.8787,-0.858304,0.23009,0.370378,0.270543
16451,164.51,-1.6314,0.991573,2.876673,-0.859476,0.229611,0.367892,0.270621
16452,164.52,-1.635653,0.990953,2.874539,-0.861226,0.227669,0.365208,0.270335
16453,164.53,-1.639882,0.990354,2.872401,-0.863541,0.22482,0.361972,0.269684
16454,164.54,-1.644216,0.989646,2.870237,-0.864244,0.22557,0.359611,0.269964
16455,164.55,-1.648491,0.988927,2.867977,-0.865363,0.225181,0.356839,0.270382
16456,164.56,-1.652879,0.98814,2.86562,-0.867564,0.222595,0.35363,0.269684
16457,164.57,-1.657523,0.987323,2.863156,-0.868797,0.221918,0.351425,0.269156
16458,164.58,-1.662239,0.986485,2.860613,-0.869943,0.221288,0.349399,0.26861
16459,164.59,-1.666821,0.985632,2.858041,-0.872174,0.219044,0.34603,0.267573
16460,164.6,-1.671476,0.98473,2.855361,-0.873654,0.218084,0.34294,0.267509
16461,164.61,-1.676236,0.98383,2.852592,-0.87501,0.217344,0.340129,0.267265
16462,164.62,-1.680951,0.982981,2.849752,-0.877255,0.214807,0.336893,0.266053
16463,164.63,-1.685904,0.982029,2.846815,-0.878098,0.214865,0.335128,0.265453
16464,164.64,-1.690988,0.980981,2.843773,-0.878746,0.215444,0.333684,0.264659
16465,164.65,-1.696002,0.97996,2.840702,-0.880147,0.214253,0.331643,0.263532
16466,164.66,-1.701093,0.97896,2.837634,-0.881147,0.213835,0.329833,0.262803
16467,164.67,-1.706265,0.977965,2.834526,-0.881933,0.213651,0.328257,0.262289
16468,164.68,-1.711536,0.976938,2.831371,-0.882743,0.213487,0.326426,0.261982
